camis,dba,boro,building,street,zipcode,phone,cuisine,latitude,longitude,nta_code,community_board,council_district,never_inspected,n_inspections,first_inspection,last_inspection,avg_score,latest_score,latest_grade,total_violations,total_critical,ever_closed
50119430,MM KITCHEN STUDIO,Manhattan,179,WEST BROADWAY,10013,6468842035,AMERICAN,40.71801964229,-74.00723291279,MN24,101,1,false,4,2023-04-19,2025-02-10,15.33,9,A,9,5,false
50119431,BELLA'S PIZZA,Brooklyn,1604,AVENUE H,11230,3474210319,PIZZA,40.6300596963,-73.96120650305,BK43,314,45,false,3,2023-03-30,2026-01-15,14.33,22,A,9,3,false
50119433,TAMASHII GOLD,Queens,40-09,BELL BOULEVARD,11361,9176599287,JAPANESE,40.76412348031,-73.77124116134,QN46,411,19,false,2,2023-08-24,2025-03-05,12.0,12,A,6,2,false
50119434,BLUE PARK KITCHEN,Manhattan,666,3 AVENUE,10017,6467602168,AMERICAN,40.75104198651,-73.97425173187,MN19,106,4,false,2,2023-12-07,2025-08-14,12.5,13,A,4,3,false
50119444,MAHSIL,Queens,40-07,150 STREET,11354,7184608989,KOREAN,40.76346566666,-73.81432059261,QN51,407,20,false,3,2025-07-28,2026-05-02,19.5,13,A,9,5,false
50119449,YASOUVLAKI,Manhattan,1568,3 AVENUE,10128,9179026607,GREEK,40.78021750149,-73.95297628307,MN40,108,5,false,3,2022-10-04,2025-09-18,8.67,5,A,6,3,false
50119454,HARRY'S TABLE BY CIPRIANI,Manhattan,400,WEST 61 STREET,10023,2123392015,ITALIAN,40.77335938653,-73.99077169706,MN14,107,6,false,2,2023-09-13,2025-06-30,11.5,13,A,5,2,false
50119456,LA BOTTIGLIA BAR & RESTAURANT,Staten Island,293,PORT RICHMOND AVENUE,10302,9293640505,ITALIAN,40.63435816837,-74.13582930389,SI28,501,49,false,3,2023-05-03,2026-04-04,17.0,22,A,9,6,false
50119457,MUSICA,Manhattan,637,WEST 50 STREET,10019,3478791832,UNKNOWN,40.76623153598,-73.99545493539,MN15,104,3,true,,,,,,,,,false
50119459,HERE BK,Brooklyn,26,BUSHWICK AVENUE,11211,7188648473,COFFEE/TEA,40.713898865,-73.94167495392,BK90,301,34,false,3,2023-08-30,2026-07-29,18.67,31,A,10,5,false
50119462,WARRENPEACE,Manhattan,77,WARREN STREET,10007,9177144742,MEDITERRANEAN,40.71518955573,-74.01025550853,MN24,101,1,false,1,2025-05-29,2025-05-29,12.0,12,A,3,1,false
50119463,SUPER BURRITO,Manhattan,169,BLEECKER STREET,10012,3476421224,AMERICAN,40.72873818445,-74.00031750578,MN23,102,1,false,3,2023-04-21,2025-12-29,17.33,13,A,10,7,false
50119464,HONG KONG SARIKU SUSHI,Manhattan,174,LEXINGTON AVENUE,10016,2126891025,CHINESE,40.74430495493,-73.98125554697,MN20,105,2,false,3,2023-11-02,2025-10-02,14.33,12,A,9,4,false
50119478,LEGENDARY JUICE BAR,Manhattan,2304,AMSTERDAM AVENUE,10033,6464787571,"JUICE, SMOOTHIES, FRUIT SALADS",40.84380393652,-73.93404651748,MN36,112,10,false,7,2023-08-17,2025-11-18,33.0,19,B,30,16,false
50119481,COLD STONE CREAMERY,Staten Island,2508,HYLAN BOULEVARD,10306,6462515749,FROZEN DESSERTS,40.57027592663,-74.10993016336,SI45,502,50,false,2,2024-04-17,2026-05-05,4.0,3,A,2,1,false
50119497,LE ROCK,Manhattan,45,ROCKEFELLER PLAZA,10111,2012863978,FRENCH,40.75919751131,-73.97833472109,MN17,105,4,false,3,2023-06-30,2025-11-17,25.67,28,A,11,7,false
50119501,L'AMORE,Manhattan,171,MULBERRY STREET,10013,2128106063,ITALIAN,40.72007566253,-73.997012949,MN24,102,1,false,6,2023-06-21,2025-08-05,25.4,16,B,21,12,false
50119503,SUBWAY,Manhattan,1171,2 AVENUE,10065,9173785700,SANDWICHES,40.76226227794,-73.96314349889,MN31,108,4,false,4,2023-07-21,2026-06-12,16.25,13,A,15,6,false
50119509,WHITE CASTLE,Manhattan,539,8 AVENUE,10018,6147783400,HAMBURGERS,40.75418185892,-73.99201960837,MN13,104,3,false,3,2023-03-06,2026-02-10,4.67,10,A,4,1,false
50119514,PEBBLE BAR,Manhattan,1240,AVE OF TH AMER,,7189098636,AMERICAN,,,,,,false,2,2023-07-10,2024-10-23,6.5,8,A,3,1,false
50119525,GRACE PAVILION CATERING,Manhattan,1114,AVENUE OF THE AMERICAS,10036,2122367530,OTHER,40.75534476144,-73.98373213227,MN17,105,4,false,2,2023-07-12,2025-06-20,5.0,5,A,2,1,false
50119531,GOODFELLAS BRICK OVEN PIZZA,Staten Island,4029,HYLAN BOULEVARD,10308,7189872422,ITALIAN,40.54154066273,-74.14666022422,SI54,503,51,false,2,2024-10-18,2026-06-06,20.5,20,N,7,5,false
50119540,CHICK-FIL-A,Manhattan,601,WEST 181 STREET,10033,5164080761,CHICKEN,40.84940037341,-73.93391082175,MN35,112,10,false,3,2023-08-07,2026-05-01,9.0,7,A,6,3,false
50119545,WEN XIN RESTAURANT,Brooklyn,7218,18 AVENUE,11204,9292026905,CHINESE,40.61496981637,-73.99439192365,BK28,311,43,false,4,2022-03-08,2024-12-04,23.67,49,N,16,7,false
50119553,PLACE DES FETES,Brooklyn,212,GREENE AVENUE,11238,7188570101,NEW FRENCH,40.68703637481,-73.96288235554,BK69,302,35,false,2,2023-07-13,2024-10-25,8.5,12,A,3,1,false
50119559,LULLABY,Manhattan,151,RIVINGTON STREET,10002,9177969328,AMERICAN,40.71924039378,-73.98564574101,MN28,103,1,false,3,2023-07-25,2026-06-16,9.0,5,A,6,4,false
50119561,METRO BAGEL & CAFE,Brooklyn,5811,4 AVENUE,11220,7182907549,AMERICAN,40.64185379154,-74.01735351286,BK32,307,38,false,4,2024-05-01,2026-06-04,11.67,12,A,10,5,false
50119562,PLAYA BOWLS,Manhattan,2327,BROADWAY,10024,6465583292,"JUICE, SMOOTHIES, FRUIT SALADS",40.7873063635,-73.97736856937,MN12,107,6,false,5,2023-07-07,2026-04-09,20.0,12,A,17,10,false
50119564,HOMEMADE TAQUERIA,Manhattan,999,COLUMBUS AVENUE,10025,2124193866,MEXICAN,40.801256411,-73.96139169318,MN09,107,7,false,3,2024-01-30,2026-04-09,11.0,10,A,6,3,false
50119568,PEE DEE STEAK HOUSE II,Manhattan,50,WEST 125 STREET,10027,2129961081,STEAKHOUSE,40.80719993763,-73.94416121935,MN11,110,9,false,2,2024-01-22,2025-10-22,8.0,12,A,3,1,false
50119569,PEE DEE STEAK HOUSE,Manhattan,2006,3 AVENUE,10029,2129963300,AMERICAN,40.79428517914,-73.94270578921,MN33,111,8,false,6,2024-11-19,2026-07-21,24.0,24,Z,22,12,false
50119570,THE TINY CUPBOARD,Manhattan,10,COOPER STREET,10034,9737475034,OTHER,40.86733170408,-73.9249697052,MN01,112,10,false,3,2022-03-28,2024-06-26,8.5,11,A,6,1,false
50119572,OIJIMI,Manhattan,17,WEST 19 STREET,10011,2122561259,KOREAN,40.73944524745,-73.9922198534,MN13,105,3,false,2,2025-01-08,2026-07-22,15.5,9,A,6,4,false
50119580,CHINA DRAGON,Queens,19-44A,37 STREET,11105,9174329588,CHINESE,40.77843407159,-73.90191106844,QN72,401,22,false,3,2024-07-10,2026-08-04,30.67,44,B,17,9,false
50119587,P&T KNITWEAR CAFE,Manhattan,180,ORCHARD STREET,10002,6318378204,COFFEE/TEA,40.72184548001,-73.98830401266,MN27,103,1,false,3,2022-12-12,2025-10-29,10.33,9,A,7,3,false
50119590,MILK & ROSES,Brooklyn,1140,MANHATTAN AVENUE,11222,7183890160,ITALIAN,40.737400124,-73.95513562783,BK76,301,33,false,5,2024-07-17,2026-07-07,14.67,2,A,10,5,false
50119598,OKIBORU,Manhattan,117,ORCHARD STREET,10002,9179652223,JAPANESE,40.71926552829,-73.98965367422,MN27,103,1,false,7,2022-04-27,2025-04-01,40.2,10,A,32,17,false
50119600,HALAL EATS,Queens,8925A,QUEENS BOULEVARD,11373,3478048702,MIDDLE EASTERN,40.73446558659,-73.87368670004,QN29,404,25,false,8,2023-07-13,2025-11-13,28.0,13,A,28,11,false
50119601,TAJ KABAB KING,Brooklyn,472,LORIMER STREET,11206,3478672785,INDIAN,40.71095715121,-73.94884836283,BK90,301,34,false,3,2023-08-10,2025-09-20,20.67,21,B,12,6,false
50119602,PRAGA,Queens,63-10,BROADWAY,11377,7189050407,LATIN AMERICAN,40.74992730221,-73.89909112891,QN63,402,26,false,5,2024-02-16,2025-11-05,20.33,18,A,16,7,false
50119605,BAGEL PUB,Manhattan,350,7 AVENUE,10001,2129014170,BAGELS/PRETZELS,40.74815715436,-73.99269523009,MN17,105,3,false,4,2023-08-18,2026-07-27,15.5,25,A,10,6,false
50119628,DOS TOROS,Manhattan,2911,BROADWAY,10025,9177810226,MEXICAN,40.80644515436,-73.96504788015,MN09,109,7,false,2,2023-07-19,2025-01-09,9.5,10,A,4,2,false
50119629,TENG DRAGON CHINESE RESTAURANT,Manhattan,2923,8 AVENUE,10039,6463387197,CHINESE,40.82899520722,-73.93740372063,MN03,110,9,false,3,2024-05-14,2026-06-22,22.0,26,A,14,7,false
50119636,GONG CHA,Manhattan,2061,BROADWAY,10023,6142841775,OTHER,40.77818089758,-73.9821125446,MN14,107,6,false,3,2023-07-24,2025-01-06,13.67,10,A,9,5,false
50119639,MAMAN,Manhattan,152,COLUMBUS AVENUE,10023,6464904520,FRENCH,40.77399776004,-73.98128687219,MN14,107,6,false,7,2022-06-15,2025-03-03,14.17,6,A,16,12,true
50119642,WENDY'S,Bronx,2703,EAST TREMONT AVENUE,10461,7188242211,AMERICAN,40.84267077557,-73.84570149454,BX37,210,18,false,5,2023-04-04,2025-11-13,6.33,7,A,10,1,false
50119644,WENDY'S,Bronx,4330,BOSTON ROAD,10475,7183258750,AMERICAN,40.88998551439,-73.81998783275,BX03,212,13,false,4,2024-05-06,2026-04-28,12.75,10,A,11,5,false
50119645,WENDYS,Bronx,2140,WESTCHESTER AVENUE,10462,8454698696,HAMBURGERS,40.8340318463,-73.8531406513,BX59,209,18,false,5,2022-10-27,2025-01-10,12.25,12,A,11,6,false
50119647,WENDY'S,Bronx,5805,BROADWAY,10463,7184508809,AMERICAN,40.88471226254,-73.90086399351,BX29,208,11,false,4,2023-06-20,2025-12-31,15.5,8,A,13,6,false
50119648,EL MESON RESTAURANT,Bronx,3815,WHITE PLAINS ROAD,10467,6466001636,SPANISH,40.88399493344,-73.86258098936,BX44,212,12,false,4,2023-07-03,2025-08-28,20.75,12,A,17,9,false
50119650,THE INWOOD FARM,Manhattan,600,WEST 218 STREET,10034,9176717600,AMERICAN,40.87288513016,-73.91815834069,MN01,112,10,false,5,2024-03-07,2026-06-26,25.0,12,A,22,15,false
50119653,JAM1 RESTAURANT,Brooklyn,1552,FULTON STREET,11216,3476714987,CARIBBEAN,40.67979636816,-73.9389107385,BK61,303,36,false,3,2023-12-28,2025-10-30,20.0,13,A,12,6,false
50119660,DOS TOROS,Manhattan,636,LEXINGTON AVENUE,10022,3474865856,MEXICAN,40.75909145786,-73.97047650208,MN19,105,4,false,4,2023-12-12,2026-08-06,13.75,13,A,13,5,false
50119663,MOMO ASHI,Queens,147-05,45 AVENUE,11355,5186573505,COFFEE/TEA,40.75552615309,-73.81499612608,QN52,407,20,false,6,2023-05-09,2025-03-21,43.2,59,B,36,22,true
50119668,EL PARAISO RESTAURANT & SPORTS BAR,Queens,99-10,37 AVENUE,11368,7184572783,MEXICAN,40.75230015244,-73.86799336151,QN26,403,21,false,4,2024-04-18,2026-07-11,19.67,12,A,12,7,false
50119670,DOS TOROS,Manhattan,200,VESEY STREET,10281,3472189518,SPANISH,40.7144396459,-74.01549311002,MN25,101,1,false,3,2023-04-14,2025-12-19,7.33,7,A,7,2,false
50119673,DOS TOROS,Manhattan,1,STATE STREET,10004,3472189518,MEXICAN,40.70238767663,-74.01294765329,MN25,101,1,false,3,2023-07-25,2026-05-14,7.33,7,A,6,2,false
50119681,PACRIM,Manhattan,308,EAST 49 STREET,10017,2122074787,ASIAN/ASIAN FUSION,40.7540268493,-73.96849358788,MN19,106,4,false,4,2024-07-02,2026-04-23,22.33,25,B,16,11,false
50119684,SYLLA'S RESTAURANT,Manhattan,1664,PARK AVENUE,10035,6463441392,AFRICAN,40.80021651157,-73.9425634118,MN34,111,9,false,5,2023-11-01,2026-07-22,20.0,26,Z,14,7,false
50119691,DOS TOROS,Manhattan,101,MAIDEN LANE,10038,3476623611,MEXICAN,40.70695548683,-74.00709104103,MN25,101,1,false,2,2024-07-11,2026-05-06,13.5,20,A,5,3,false
50119694,EL TACONAZO RESTAURANT,Staten Island,226,PORT RICHMOND AVENUE,10302,7184276276,MEXICAN,40.63573706962,-74.13496740691,SI28,501,49,false,1,2024-01-10,2024-01-10,7.0,7,A,2,1,false
50119696,DOS TOROS,Brooklyn,189,BEDFORD AVENUE,11211,7183848833,MEXICAN,40.71761142341,-73.95794474711,BK73,301,34,false,3,2024-03-14,2026-06-30,17.33,36,A,10,6,false
50119698,HUNTER'S SPICE GRILL,Brooklyn,1274,FULTON STREET,11216,3477708021,CARIBBEAN,40.68039457435,-73.94991024965,BK61,303,36,false,7,2023-11-17,2026-07-13,22.8,2,Z,21,9,true
50119699,GUMPTION COFFEE,Manhattan,940,BROADWAY,10010,9292320952,COFFEE/TEA,40.74069662803,-73.98933998775,MN13,105,2,false,4,2023-07-10,2026-03-12,13.0,13,A,11,6,false
50119701,DOS TOROS,Manhattan,10,EAST 48 STREET,10017,6466794604,MEXICAN,40.7570125228,-73.97750162666,MN17,105,4,false,3,2023-09-20,2026-03-09,9.67,9,A,9,2,false
50119702,EXTRA SAUCE BK,Manhattan,100,PEARL STREET,10004,7034244825,AMERICAN,40.70427913734,-74.00978495372,MN25,101,1,false,4,2023-04-27,2026-03-05,12.67,21,A,9,3,false
50119703,GOLDEN FOUNTAIN CHINESE KITCHEN,Queens,116-16,METROPOLITAN AVENUE,11418,7184415000,CHINESE,40.70737049503,-73.83570746285,QN60,409,29,false,3,2022-09-28,2025-05-15,11.0,8,A,8,3,false
50119705,LOS CHARROS MEXICAN RESTAURANT,Staten Island,244,PORT RICHMOND AVENUE,10302,3474665819,MEXICAN,40.63525911255,-74.1352762903,SI28,501,49,false,3,2024-03-14,2026-04-04,12.0,9,A,8,4,false
50119706,DOS TOROS,Manhattan,119,WEST 40 STREET,10018,9179937200,MEXICAN,40.75396993929,-73.98602804278,MN17,105,4,false,3,2024-07-15,2026-05-11,27.33,21,A,15,5,false
50119707,DOUBLE HAPPY KITCHEN,Queens,85-18,JAMAICA AVENUE,11421,7188506003,CHINESE,40.69251913102,-73.85883739627,QN53,409,32,false,4,2022-08-18,2025-01-09,22.5,13,A,17,10,false
50119713,KITCHEN CO UT,Manhattan,85,CHRYSTIE STREET,10002,6462477415,ASIAN/ASIAN FUSION,40.71747076897,-73.99417764352,MN27,103,1,false,2,2024-08-08,2026-04-28,21.0,40,A,8,5,false
50119717,CHARLOTTE CAFE,Manhattan,605,2 AVENUE,10016,3473187107,AMERICAN,40.74425187973,-73.97626089449,MN20,106,2,false,5,2023-07-13,2026-04-21,22.25,10,A,15,10,false
50119719,MANGROVE (TASTING ROOM),Brooklyn,2123,CATON AVENUE,11226,9092178219,OTHER,40.65279147185,-73.95973725946,BK42,314,40,false,2,2022-09-01,2024-06-05,2.0,2,A,2,0,false
50119722,JOES PIZZA & PASTA,Queens,95-08,JAMAICA AVENUE,11421,7188052220,PIZZA,40.69425396676,-73.85029073503,QN53,409,32,false,3,2023-02-27,2025-12-08,10.5,12,A,5,3,false
50119726,MATTO ESPRESSO,Manhattan,359,EAST 68 STREET,10065,9295093101,COFFEE/TEA,40.76567805752,-73.95889259662,MN31,108,5,false,6,2023-05-12,2026-01-05,12.5,7,A,15,4,false
50119740,TWENTYONEGRAINS,Manhattan,100,PEARL STREET,10004,9177556709,OTHER,40.70427913734,-74.00978495372,MN25,101,1,false,2,2023-07-10,2025-01-08,7.5,10,A,3,2,false
50119747,CHIP CITY,Queens,23-96,BELL BOULEVARD,11360,3478368136,BAKERY PRODUCTS/DESSERTS,40.77971099508,-73.77540843536,QN47,407,19,false,2,2024-06-06,2026-02-03,3.5,5,A,2,1,false
50119748,CLOVERWISH,Brooklyn,997,BROADWAY,11221,9175483407,AMERICAN,40.69609191887,-73.93365587185,BK78,304,34,false,2,2024-07-11,2026-05-01,10.0,12,A,4,1,false
50119749,LONDON TANDOORI,Brooklyn,524,METROPOLITAN AVENUE,11211,6467243983,INDIAN,40.71405152891,-73.95119428101,BK73,301,34,false,6,2022-05-18,2025-03-13,18.4,24,C,22,15,false
50119755,BOBA GUYS,Manhattan,145,GREENE STREET,10012,6612447092,COFFEE/TEA,40.72541975838,-73.99900062834,MN24,102,1,false,10,2022-08-18,2025-01-16,25.8,13,A,30,13,false
50119757,TURKISH AIRLINE LOUNGE,Queens,JFK,INTERNATIONAL AIRPORT,11430,2018782619,TURKISH,40.64831282607,-73.78828149759,QN98,483,28,false,2,2024-08-28,2025-10-22,9.5,12,A,4,2,false
50119758,BLACK SEED BAGELS,Brooklyn,214,BERRY STREET,11249,6468762257,BAGELS/PRETZELS,40.71606745751,-73.9617694971,BK73,301,34,false,3,2023-07-11,2026-03-23,8.67,7,A,8,1,false
50119761,SWEETFISH,Brooklyn,1212,AVENUE Z,11235,7186767878,SEAFOOD,40.58758015935,-73.95773532066,BK17,315,48,false,7,2022-05-26,2025-04-10,24.83,18,B,30,21,false
50119763,LA JUGUERIA,Brooklyn,5915,4 AVENUE,11220,3474849385,"JUICE, SMOOTHIES, FRUIT SALADS",40.64127454936,-74.01795871146,BK32,307,38,false,3,2023-03-07,2025-05-23,10.67,10,A,5,4,false
50119766,LE GRATIN,Manhattan,5,BEEKMAN STREET,10038,9089070376,FRENCH,40.71138557078,-74.006665879,MN25,101,1,false,3,2023-05-19,2026-02-04,21.67,37,A,13,7,false
50119771,RICO BAGEL,Manhattan,238,MADISON AVENUE,10016,6466492115,BAGELS/PRETZELS,40.74993997085,-73.98138027636,MN20,105,4,false,3,2024-04-04,2026-08-03,12.0,10,A,9,3,false
50119773,BAGEL PUB,Brooklyn,287,9 STREET,11215,7184994402,BAGELS/PRETZELS,40.66959038039,-73.98714885817,BK37,306,39,false,5,2023-05-22,2026-04-22,16.2,11,A,14,7,false
50119778,BETTY,Manhattan,193,HENRY STREET,10002,6465565081,NEW AMERICAN,40.71357544483,-73.9878329267,MN28,103,1,false,3,2023-07-07,2026-06-08,7.33,7,A,6,3,false
50119782,DOS TOROS,Manhattan,1290,AVENUE OF THE AMERICAS,10119,3473057765,MEXICAN,40.76085010855,-73.97971672207,MN17,105,4,false,3,2023-04-26,2025-12-31,11.0,11,A,7,3,false
50119783,DOS TOROS,Manhattan,137,4 AVENUE,10003,2126777300,MEXICAN,40.73365635628,-73.98986432009,MN22,103,2,false,4,2023-07-13,2026-05-12,15.0,11,A,14,5,false
50119791,RED MANGO,Queens,61-01,JUNCTION BOULEVARD,11374,9175283110,"JUICE, SMOOTHIES, FRUIT SALADS",40.73346936685,-73.86419159884,QN18,406,29,false,4,2023-09-28,2026-03-05,21.75,13,A,15,11,false
50119792,LITTLE CHARLI,Manhattan,271,BLEECKER STREET,10014,9175920189,PIZZA,40.73150212029,-74.00315354102,MN23,102,3,false,4,2024-03-13,2026-06-06,18.0,0,A,11,9,false
50119795,M LOUNGE RESTAURANT,Bronx,2362,JEROME AVENUE,10468,3473408973,LATIN AMERICAN,40.86021443642,-73.90275162529,BX40,205,14,false,5,2023-03-21,2026-02-28,16.75,19,A,17,8,false
50119805,STAR OF SIAM THAI KITCHEN,Queens,103-18,METROPOLITAN AVENUE,11375,9294248709,THAI,40.7102662397,-73.84972079429,QN17,406,29,false,3,2024-06-14,2026-07-18,25.67,29,A,13,7,false
50119808,NAYA,Manhattan,41,EAST 11 STREET,10003,6468442173,MEDITERRANEAN,40.73323390565,-73.99314790544,MN23,102,2,false,2,2024-01-11,2025-10-10,6.0,8,A,4,1,false
50119816,TOWA,Manhattan,36,WEST 26 STREET,10010,6463516258,JAPANESE,40.7441413535,-73.98987354539,MN13,105,3,false,2,2023-11-28,2025-11-07,7.5,10,A,4,2,false
50119820,PARAGON,Brooklyn,990,BROADWAY,11221,6462729092,AMERICAN,40.69621558355,-73.93391539864,BK35,303,36,false,4,2022-03-23,2024-06-22,6.33,4,A,9,0,false
50119823,ANDREW BELLUCCI'S PIZZERIA,Queens,37-08,30 AVENUE,11103,7184072497,PIZZA,40.76455159982,-73.91642923147,QN70,401,22,false,3,2024-05-23,2026-07-29,17.0,12,A,10,5,false
50119824,ESSENTIAL BY CHRISTOPHE,Manhattan,103,WEST 77 STREET,10024,6464787928,FRENCH,40.7808478642,-73.97688330756,MN12,107,6,false,1,2025-04-09,2025-04-09,11.0,11,A,2,1,false
50119827,CHICKEN FEASTIN,Brooklyn,450,5 AVENUE,11215,7187444349,AMERICAN,40.66896175056,-73.98648930606,BK37,306,39,false,4,2023-05-09,2026-04-16,14.5,11,A,11,6,false
50119829,CLASSIC ARREPAS,Manhattan,31,WEST 8 STREET,10011,9172727475,SPANISH,40.73284433139,-73.99773763135,MN23,102,3,false,5,2023-06-14,2026-06-03,15.0,13,A,18,6,false
50119835,LES GATEAUX DE MARIE,Manhattan,1582,1 AVENUE,10028,9299881582,BAKERY PRODUCTS/DESSERTS,40.77447469529,-73.95111011059,MN32,108,5,false,4,2023-07-18,2025-04-24,18.0,7,A,11,5,false
50119837,FOUTA HALAL FOOD,Bronx,1762,WESTCHESTER AVENUE,10472,9736403913,AFRICAN,40.83140662935,-73.86794421657,BX55,209,18,false,6,2022-09-19,2025-09-17,25.4,17,B,23,16,false
50119838,LA FLOR DEL CANARIO RESTAURANT,Brooklyn,2225,PITKIN AVENUE,11207,7184855000,LATIN AMERICAN,40.67273615132,-73.89018149462,BK82,305,37,false,7,2022-12-13,2025-10-17,25.57,13,A,31,19,false
50119839,JD BREAKFAST & COFFEE,Queens,154-28,NORTHERN BOULEVARD,11354,9174284562,BAKERY PRODUCTS/DESSERTS,40.76463474308,-73.81084090938,QN51,407,20,false,4,2024-05-07,2026-06-01,10.33,9,A,9,3,false
50119840,NEW ONE LUCKY CHINESE RESTAURANT,Brooklyn,6320,11 AVENUE,11219,7184918888,CHINESE,40.62963797515,-74.00489959319,BK30,310,43,false,7,2023-11-01,2026-06-24,23.6,22,B,24,12,false
50119850,DUNKIN DONUTS,Staten Island,180,WEST SERVICE ROAD,10314,3472738157,DONUTS,40.5880252398,-74.19366145536,SI05,502,50,false,3,2023-01-31,2025-08-06,7.67,3,A,6,2,false
50119855,ABC KITCHEN,Manhattan,35,EAST 18 STREET,10003,2124755829,AMERICAN,40.73765547093,-73.9897879308,MN13,105,2,false,2,2024-04-01,2026-05-12,10.0,10,A,4,3,false
50119865,FONDA,Manhattan,139,DUANE STREET,10013,9178225882,MEXICAN,40.71631236135,-74.00777022122,MN24,101,1,false,3,2024-05-29,2026-05-16,15.67,0,A,9,6,false
50119870,POPEYES,Queens,22-26,31 STREET,11105,3477017760,CHICKEN,40.77549946838,-73.91147618573,QN72,401,22,false,3,2023-05-22,2025-08-19,12.67,13,A,9,4,false
50119871,CLOUD TOUCH,Manhattan,2785,BROADWAY,10025,3475332631,DONUTS,40.80247986175,-73.96802267347,MN09,107,7,false,3,2024-11-20,2026-07-14,18.0,24,A,8,6,false
50119872,OXFORD CAFE,Manhattan,119,EAST 60 STREET,10022,2127501060,AMERICAN,40.76318885665,-73.96850006685,MN40,108,4,false,3,2023-07-14,2026-03-10,7.67,6,A,9,1,false
50119874,DELICIAS MARLEN COFFEE SHOP,Queens,90-10,144 PLACE,11435,3474376074,LATIN AMERICAN,40.70182865805,-73.81069882009,QN61,412,24,false,6,2023-09-15,2025-05-06,50.75,53,B,35,18,true
50119879,PRIMA BROOKLYN,Brooklyn,147,GREENE AVENUE,11238,9179213364,OTHER,40.68666959167,-73.96616738555,BK69,302,35,false,3,2025-01-13,2026-08-06,14.0,4,A,8,5,false
50119881,ANTOJITOS DEL MANGU RESTAURANT 3RD,Bronx,3531,3 AVENUE,10456,9173455732,SPANISH,40.83146574315,-73.905652176,BX01,203,16,false,4,2023-02-07,2025-05-20,12.33,9,A,10,5,false
50119882,CAKE HOUSE WIN,Queens,150-24,NORTHERN BOULEVARD,11354,9174166255,COFFEE/TEA,40.76518674246,-73.81438797612,QN51,407,20,false,5,2024-03-12,2026-07-28,13.75,9,A,11,6,false
50119889,MISTURA PERUANA,Queens,132-04,CROSSBAY BOULEVARD,11417,7183224322,PERUVIAN,40.67654955873,-73.84368265819,QN56,410,32,false,3,2022-08-11,2025-08-05,7.33,12,A,8,4,false
50119901,KENNEDY FRIED CHICKEN,Bronx,3534,WHITE PLAINS ROAD,10467,7182246030,AMERICAN,40.87807042752,-73.86605756232,BX44,212,12,false,3,2022-06-01,2025-05-28,11.67,12,A,6,3,false
50119902,MASSERIA EAST,Manhattan,1404,3 AVENUE,10075,2125353520,ITALIAN,40.77480090637,-73.95692642774,MN40,108,5,false,1,2026-06-17,2026-06-17,42.0,42,N,6,4,false
50119904,ZELMA'S CAFFE,Manhattan,2661,BROADWAY,10025,9173457725,COFFEE/TEA,40.79797883963,-73.96936120543,MN12,107,6,false,5,2024-07-11,2026-06-23,18.75,23,Z,15,9,false
50119908,FLOWER AND DESSERT,Queens,133-40,37 AVENUE,11354,9173469982,COFFEE/TEA,40.76064059329,-73.83353604429,QN22,407,20,false,4,2022-08-15,2025-06-02,12.5,5,A,10,8,false
50119909,RAKU JAPANESE,Manhattan,57,WEST 76 STREET,10023,2128731220,JAPANESE,40.77961528615,-73.97598826174,MN12,107,6,false,6,2022-07-25,2024-10-11,19.5,9,A,28,16,true
50119911,3 BROS PIZZA & TACOS CORP.,Bronx,840,RIVER AVENUE,10451,3472454836,PIZZA,40.82696032736,-73.9264101639,BX63,204,8,false,2,2023-10-24,2025-07-21,11.0,13,A,4,2,false
50119924,COPPA,Manhattan,21,EAST 27 STREET,10016,6466507336,COFFEE/TEA,40.7435344119,-73.98648495161,MN13,105,3,false,14,2022-08-11,2025-03-06,19.92,24,Z,51,27,true
50119933,CATRACHA RESTAURANT,Queens,184-17,JAMAICA AVENUE,11423,9083575912,UNKNOWN,40.70927200566,-73.77544469076,QN61,412,23,true,,,,,,,,,false
50119936,JUICY KING CRAB EXPRESS,Queens,134-47,SPRINGFIELD BOULEVARD,11413,6462885797,FUSION,40.6790326837,-73.75401945756,QN66,413,31,false,3,2024-04-17,2026-04-16,12.67,9,A,11,5,false
50119940,PRIME GRIND COFFEE & ESPRESSO,Brooklyn,1034,ROGERS AVENUE,11226,3476674091,COFFEE/TEA,40.64484777948,-73.95185408232,BK95,317,40,false,6,2023-06-20,2026-01-06,18.6,7,A,24,10,false
50119950,DUNYA KABAB HOUSE,Brooklyn,696,CONEY ISLAND AVENUE,11218,7182246030,AFGHAN,40.64050326389,-73.96914913613,BK41,312,39,false,3,2023-12-11,2025-12-01,18.33,10,A,11,6,false
50119966,FRESH TORTILLAS,Queens,118-19,METROPOLITAN AVENUE,11415,7188507733,TEX-MEX,40.70687705894,-73.83423348655,QN60,409,29,false,3,2024-10-09,2026-07-08,13.67,12,A,8,4,false
50119968,MCDONALD'S,Manhattan,429,7 AVENUE,10001,6318581111,AMERICAN,40.75066573311,-73.99084342795,MN17,105,3,false,3,2024-04-09,2026-07-10,12.33,12,A,8,4,false
50119970,MCDONALD'S,Bronx,1101,EAST TREMONT AVENUE,10460,8454647596,AMERICAN,40.83999137684,-73.87711771829,BX17,206,15,false,4,2023-05-31,2025-09-09,11.0,2,A,10,4,false
